dataset,filename,stem,extension,size_bytes,width,height,channels,aspect_ratio,resolution,mode,brightness,contrast,sharpness,blur_score,entropy,md5,phash,path
dataset_B,0072.jpg,0072,.jpg,98239,1080,1350,3,0.8,1458000,RGB,126.50971056241427,54.125042193046646,35.91742988884891,35.91742988884891,6.9623284339904785,a682c5c07d51760c0968682e476a85aa,bcadd786c8a846a5,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0072.jpg
dataset_B,0073.jpg,0073,.jpg,138294,1080,1351,3,0.799408,1459080,RGB,74.35230761849932,56.01797283289479,199.58896081495396,199.58896081495396,7.26460075378418,830aa22f4167b78760d6b7f6a03d43d6,9a997b7387851c2c,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0073.jpg
dataset_B,0074.jpg,0074,.jpg,80825,825,825,3,1.0,680625,RGB,47.79136675849403,42.249071028237424,63.14262129564502,63.14262129564502,6.868899345397949,daa576bb7db875358ca5eb5e08990eee,90e86f93db84741b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0074.jpg
dataset_B,0075.jpg,0075,.jpg,100517,1000,750,3,1.333333,750000,RGB,114.24393866666666,64.81006027302838,1226.0741192854116,1226.0741192854116,7.852240562438965,0424b272f3cd4e5c71fce10b5f6f9d66,f1173a715a979581,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0075.jpg
dataset_B,0076.jpg,0076,.jpg,100209,900,1125,3,0.8,1012500,RGB,89.36408296296297,48.29544107146593,30.16106716673775,30.16106716673775,7.006669521331787,c90231d4ac443f6f28ff123bd9be4f4d,bfdddc50cb02c48c,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0076.jpg
dataset_B,0077.jpg,0077,.jpg,103709,1080,1350,3,0.8,1458000,RGB,93.55190192043895,44.53413972577902,40.030304361884006,40.030304361884006,7.113086700439453,4b503dab0f63ea6d16da84cf30714e59,bbd91991d99891d2,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0077.jpg
dataset_B,0078.jpg,0078,.jpg,152287,1080,1080,3,1.0,1166400,RGB,123.62404063786008,54.954819278486696,371.3838841283622,371.3838841283622,7.386988639831543,18ef040d3a09b6d666ab65bcd24805d1,e9b1969f82c2d299,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0078.jpg
dataset_B,0079.jpg,0079,.jpg,113680,720,900,3,0.8,648000,RGB,94.85500771604939,67.6377522862518,251.94510984895598,251.94510984895598,7.541709899902344,d575e77adf6e5cb069425ce4a5474099,e6c6c20098bf766e,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0079.jpg
dataset_B,0080.jpg,0080,.jpg,185000,1080,1351,3,0.799408,1459080,RGB,55.93316062176166,38.42900788905439,123.20568476173172,123.20568476173172,6.737499713897705,78572f34998fc629bfbe8dd4b4c1379f,ad3571825cb9630f,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0080.jpg
dataset_B,0081.jpg,0081,.jpg,105476,1080,608,3,1.776316,656640,RGB,101.85644797758285,60.6922583457263,574.2031462243657,574.2031462243657,7.783397197723389,13e3c67e99ba58a8f8db31db8e81084e,b492b54a8075fed4,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0081.jpg
dataset_B,0082.jpg,0082,.jpg,73187,744,596,3,1.248322,443424,RGB,57.475887638016886,50.94905976651241,459.3649842807492,459.3649842807492,7.154474258422852,87438c4816f7f5c5236ecb2038826079,aff870c5d6b58842,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0082.jpg
dataset_B,0083.jpg,0083,.jpg,103028,720,720,3,1.0,518400,RGB,117.08755787037038,71.98454199187371,1448.7748014291624,1448.7748014291624,7.740167140960693,ed091047ed6920fba59fa3b59e7c0ae9,faa5852087a1df9a,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0083.jpg
dataset_B,0084.jpg,0084,.jpg,93674,810,810,3,1.0,656100,RGB,93.46190214906264,40.17436570332959,84.75976814846362,84.75976814846362,7.220606803894043,16ab8bb442f46adfa24acc03031ce195,fcb495d006d471f1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0084.jpg
dataset_B,0085.jpg,0085,.jpg,104464,937,1171,3,0.800171,1097227,RGB,77.68156543723404,61.180629488502646,52.025573322668976,52.025573322668976,7.343864917755127,4ebf6ff017ae90b0d195e2481f9ec791,94693e956e399263,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0085.jpg
dataset_B,0086.jpg,0086,.jpg,114062,1080,1080,3,1.0,1166400,RGB,136.25011059670783,65.99833069140124,160.55248697407657,160.55248697407657,7.656378746032715,1bb489d9b02414e045d6d41c457b7116,e1df987037229a5a,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0086.jpg
dataset_B,0087.jpg,0087,.jpg,153267,1080,1350,3,0.8,1458000,RGB,45.52033470507545,47.40691901597868,79.51952376026502,79.51952376026502,6.775703430175781,f08571c552abaa94365f34e6f569b58c,b8e66290cc6e936b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0087.jpg
dataset_B,0088.jpg,0088,.jpg,70283,487,609,3,0.799672,296583,RGB,131.33824932649546,60.16703697053519,473.27299655959956,473.27299655959956,7.64329719543457,77836330548cfab7b995dbdde8e3ebb0,b935862a48e0eddb,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0088.jpg
dataset_B,0089.jpg,0089,.jpg,78758,571,571,3,1.0,326041,RGB,113.71375992589888,73.85767047703264,571.3395776357673,571.3395776357673,7.559920310974121,e022f5197d70bcd97418c68f3ad03067,ed35945495e378a8,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0089.jpg
dataset_B,0090.jpg,0090,.jpg,80182,710,960,3,0.739583,681600,RGB,127.51788585680751,49.851051558428566,496.0221307974263,496.0221307974263,7.5705366134643555,9e68850b37dd5ced8d141ed29d8275d0,9197be81a03c95e7,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0090.jpg
dataset_B,0091.jpg,0091,.jpg,117671,1080,1080,3,1.0,1166400,RGB,114.78985853909465,52.6545628105561,54.390484069426776,54.390484069426776,7.469364643096924,59608d118937653810694f3406c3878e,bdc9813eda19c5a4,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0091.jpg
dataset_B,0092.jpg,0092,.jpg,138356,1056,1056,3,1.0,1115136,RGB,111.01928284980487,72.14526820428077,286.1922530011035,286.1922530011035,7.616554260253906,7a63d595487939f8868ccc6cd38d9a08,a7277c64856d6cc1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0092.jpg
dataset_B,0093.jpg,0093,.jpg,173228,1080,1351,3,0.799408,1459080,RGB,104.66923746470378,64.63418068729256,137.01493585210656,137.01493585210656,7.405703544616699,e9c7a325d74327c567c3735bcd5fc1ee,e08e9cf0d66f0e86,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0093.jpg
dataset_B,0094.jpg,0094,.jpg,157946,1080,964,3,1.120332,1041120,RGB,77.6972404717996,64.07386408553714,829.4998126136181,829.4998126136181,7.43134069442749,8d560646aa12c13e825822783e083acd,ae21850ff07e83b5,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0094.jpg
dataset_B,0095.jpg,0095,.jpg,118285,750,750,3,1.0,562500,RGB,112.60755022222222,74.63114465195352,910.3415349883228,910.3415349883228,7.4144606590271,1b472eb042a043f0b18a9627c66e1abb,f80f8531accf2353,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0095.jpg
dataset_B,0096.jpg,0096,.jpg,104371,611,611,3,1.0,373321,RGB,104.83404362465545,67.58770118150382,2246.758812248757,2246.758812248757,7.713486671447754,5c2e47733460fd0380ab97c132bfd9aa,bbed80ca81c7d598,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0096.jpg
dataset_B,0097.jpg,0097,.jpg,88607,816,887,3,0.919955,723792,RGB,60.16867276786701,57.489904882487906,214.46999662371644,214.46999662371644,7.010368824005127,e28efbe1771ddd064fb6c3a405cef710,c02f3ed08f3b2dc2,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0097.jpg
dataset_B,0098.jpg,0098,.jpg,87406,944,1181,3,0.799323,1114864,RGB,50.242756067107734,69.07422092658615,89.55353101682533,89.55353101682533,6.582601070404053,2efcedf718f3edd2eb257b0ff79d5ad3,85a97a6a855c7ed0,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0098.jpg
dataset_B,0099.jpg,0099,.jpg,188456,1080,1080,3,1.0,1166400,RGB,107.69168209876543,65.94230924250108,382.43268827466267,382.43268827466267,7.788030624389648,ccfbc492b32f380b7cd136cae53ca800,e070b0d51f9f4b0b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0099.jpg
dataset_B,0100.jpg,0100,.jpg,107679,1080,997,3,1.08325,1076760,RGB,51.92822263085553,50.07520247799228,221.25711467014023,221.25711467014023,6.784820079803467,20ccaaf0641cac0b25bebe0f3ca92761,9d63679cfa630494,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0100.jpg
dataset_B,0101.jpg,0101,.jpg,58744,960,540,3,1.777778,518400,RGB,83.95561921296296,45.69628174985804,237.00335594979748,237.00335594979748,7.008669853210449,4ea6b614adb3562d4a242c413e52d3cd,943a32f5dd0d23b2,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0101.jpg
dataset_B,0102.jpg,0102,.jpg,26304,506,506,3,1.0,256036,RGB,70.48215094752301,37.188531913267795,685.9265551116083,685.9265551116083,6.532383918762207,6f83a219d47933d2208d3701bcb570a6,aa6c07559df02baa,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0102.jpg
dataset_B,0103.jpg,0103,.jpg,75990,900,1125,3,0.8,1012500,RGB,105.62265382716049,57.029256299406306,222.73426951686633,222.73426951686633,7.0193657875061035,a823ee417a3adea8e09dbd03d368d680,eac08eb135b63e0d,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0103.jpg
dataset_B,0104.jpg,0104,.jpg,86008,960,540,3,1.777778,518400,RGB,113.06480709876543,60.951024484319355,1630.6224187858675,1630.6224187858675,7.81994104385376,d8adfe78831aa5b112345bd6cec2b9ed,e58e786113b4ae8b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0104.jpg
dataset_B,0105.jpg,0105,.jpg,31414,480,480,3,1.0,230400,RGB,130.59215277777778,75.87442411838197,1059.0664017861259,1059.0664017861259,6.955758094787598,c0c63dd59c6f8b2bdd3998d616f4d71e,e0cf9f30b6274d0c,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0105.jpg
dataset_B,0106.jpg,0106,.jpg,66655,960,540,3,1.777778,518400,RGB,124.7733275462963,66.18235032252126,1268.475914742384,1268.475914742384,7.494495868682861,f148ae140eae00af483e3cb2db26f9c5,f19890f9de061b66,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0106.jpg
dataset_B,0107.jpg,0107,.jpg,77665,960,540,3,1.777778,518400,RGB,126.79189043209877,72.40194540289505,1073.4793533012864,1073.4793533012864,7.560157299041748,2f18afa8344ac832d310a61cca609144,b418daa4817f76e2,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0107.jpg
dataset_B,0108.jpg,0108,.jpg,117441,997,997,3,1.0,994009,RGB,47.34619907868037,67.94520974611058,415.50629268223554,415.50629268223554,5.974939346313477,1c917ea364cdc62d19c8a9b689c8fe56,eaaafd9184938565,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0108.jpg
dataset_B,0109.jpg,0109,.jpg,49990,720,960,3,0.75,691200,RGB,107.11095341435185,72.58622139808227,297.36962960146474,297.36962960146474,7.146671295166016,ad4880722b7ef6d65a0e157d912ff522,a9b494d28b2d743d,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0109.jpg
dataset_B,0110.jpg,0110,.jpg,27387,540,960,3,0.5625,518400,RGB,78.9654726080247,84.19952073522333,72.50481095625429,72.50481095625429,6.9974365234375,728d5e039430307a7ce0c694a4a22d98,d74e28b1465b8937,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0110.jpg
dataset_B,0111.jpg,0111,.jpg,87370,720,960,3,0.75,691200,RGB,129.23516927083332,65.82325894776355,703.8911251241718,703.8911251241718,7.416387557983398,9b7a427b21ba79b765ad13396fd39767,ff2d84251cc0769e,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0111.jpg
dataset_B,0112.jpg,0112,.jpg,107760,876,876,3,1.0,767376,RGB,81.70747716894977,66.19675520972265,159.41060835512366,159.41060835512366,7.321007251739502,df181c94a14ab4c5f62b0266edc3716f,ea63e14ac3e7348c,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0112.jpg
dataset_B,0113.jpg,0113,.jpg,45331,960,382,3,2.513089,366720,RGB,91.83735820244328,66.20263572026879,701.5296597581998,701.5296597581998,7.437005043029785,45b3bd0edcf86eecb08af7dde2c4f5f4,e9e0ca96c4b578e1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0113.jpg
dataset_B,0114.jpg,0114,.jpg,69502,750,734,3,1.021798,550500,RGB,123.5213442325159,76.8290940790811,1703.732444066748,1703.732444066748,7.8189377784729,dc783b11d337fa0153fde561a311bc55,f18cd2b19b3469ca,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0114.jpg
dataset_B,0115.jpg,0115,.jpg,76337,720,960,3,0.75,691200,RGB,127.69444299768519,50.04773009823189,178.63819866516155,178.63819866516155,7.527731418609619,e84a570213ba12a9d50666984abd7362,9b58dcb424ada897,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0115.jpg
dataset_B,0116.jpg,0116,.jpg,48716,750,740,3,1.013514,555000,RGB,106.14659459459459,49.01912028247833,115.91135941043746,115.91135941043746,7.190317153930664,f06d57e1d14ab617685ac95a5cf05a94,ffc0c07d7070c25b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0116.jpg
dataset_B,0117.jpg,0117,.jpg,41918,960,540,3,1.777778,518400,RGB,82.07999614197531,65.3810423251624,79.63486586277757,79.63486586277757,7.501871585845947,d0613e0b441498e01701373cb0a107cc,88d87f4b8b8a36a9,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0117.jpg
dataset_B,0118.jpg,0118,.jpg,62217,1080,1080,3,1.0,1166400,RGB,134.5267018175583,70.59645509654239,249.8259406550061,249.8259406550061,6.586087226867676,a7fedf068fc356f3befd5bbd05a73b28,e0d55fc07ad56055,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0118.jpg
dataset_B,0119.jpg,0119,.jpg,91461,720,960,3,0.75,691200,RGB,119.13414351851851,60.06314152320714,713.7303719707725,713.7303719707725,7.677947521209717,34bb5930ceaba7b1f4f0c9ef6bb89a44,e855936a07a578d6,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0119.jpg
dataset_B,0120.jpg,0120,.jpg,32795,540,960,3,0.5625,518400,RGB,69.01820601851851,37.57737378254022,74.71388675437943,74.71388675437943,6.870682716369629,bf5902a94ae9388b7fb40400a3eb74df,ffdf524e8fa52000,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0120.jpg
dataset_B,0121.jpg,0121,.jpg,72518,960,960,3,1.0,921600,RGB,142.4909375,62.530032613416914,54.553570494756585,54.553570494756585,7.232948303222656,99cc246bf939714d392a565587ad62ad,bff28009db7470e1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0121.jpg
dataset_B,0122.jpg,0122,.jpg,103018,1032,1290,3,0.8,1331280,RGB,65.61603118802957,41.23729706330403,39.32824968452137,39.32824968452137,7.032773971557617,08d4332be1c08c5cf9b9a130ca373422,ffbc641486f2c2c1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0122.jpg
dataset_B,0123.jpg,0123,.jpg,52939,720,960,3,0.75,691200,RGB,58.83797887731482,66.9486488322481,120.32719909252694,120.32719909252694,6.873626232147217,8f6bdafc8cdba54adbe1dd7adaad0474,c06b3fd06b35da81,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0123.jpg
dataset_B,0124.jpg,0124,.jpg,43961,640,635,3,1.007874,406400,RGB,146.6268184055118,38.5411405197675,503.7466604528334,503.7466604528334,7.15909481048584,d02ac2b6f00fa054253693796d83e304,e7a9782505d49d2d,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0124.jpg
dataset_B,0125.jpg,0125,.jpg,96097,720,960,3,0.75,691200,RGB,80.85544560185186,69.03777918444669,935.737398567407,935.737398567407,7.5690155029296875,8eca4058ca676a52e7c59ca7ca4f540b,efaa10d5b01f5ae0,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0125.jpg
dataset_B,0126.jpg,0126,.jpg,71813,640,617,3,1.037277,394880,RGB,97.31141865883306,41.352767071777365,2974.010812403212,2974.010812403212,7.054105758666992,1c00b21f962719d49044ae4f00c0ad4c,aad13128f4c2aa7f,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0126.jpg
dataset_B,0127.jpg,0127,.jpg,42154,960,960,3,1.0,921600,RGB,68.90372721354167,39.28966606337814,22.345606418514254,22.345606418514254,5.597917079925537,23db5c1eed9a356255d24f92068ecdda,cd30b0cdd632cf07,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0127.jpg
dataset_B,0128.jpg,0128,.jpg,39193,528,960,3,0.55,506880,RGB,128.5735164141414,59.31886844483371,320.7547876787337,320.7547876787337,7.237656593322754,19de8459bf8023f876649b435507dbbd,f0b443cf5c38b352,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0128.jpg
dataset_B,0129.jpg,0129,.jpg,46396,750,738,3,1.01626,553500,RGB,106.21989882565492,56.21077862533454,119.56321614696002,119.56321614696002,7.503465175628662,0301664b0d4c5d35ebd37b9943886f60,af8303803e6b6b3e,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0129.jpg
dataset_B,0130.jpg,0130,.jpg,79976,854,640,3,1.334375,546560,RGB,107.74144833138173,57.485010854155156,687.2325807899409,687.2325807899409,7.624093532562256,18cf5a663c0d63106e3388b9e11ebbd7,c9cac8e1d2daf845,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0130.jpg
dataset_B,0131.jpg,0131,.jpg,48444,750,727,3,1.031637,545250,RGB,81.29351123337918,41.569479209258944,338.1191118802428,338.1191118802428,6.933969974517822,ba2afe65d9431518c99c5a0af9448463,d899e36687dc9d01,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0131.jpg
dataset_B,0132.jpg,0132,.jpg,182884,1080,1350,3,0.8,1458000,RGB,141.23649931412893,54.493100262030374,308.9039977236062,308.9039977236062,7.393208980560303,3407c0aace7cea422270a928be7f20e5,bf81817eda086c9d,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0132.jpg
dataset_B,0133.jpg,0133,.jpg,62687,720,960,3,0.75,691200,RGB,85.57198206018519,46.59775387702649,245.23957594581677,245.23957594581677,7.291131973266602,15f31978f8edf9580f2efcd6c86e3e33,a0e06834977f9f8a,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0133.jpg
dataset_B,0134.jpg,0134,.jpg,59121,720,960,3,0.75,691200,RGB,100.83550925925925,53.94652356363444,149.14277771870178,149.14277771870178,7.425232887268066,150b85af8c9fcb8756fc2c8e2b8334a9,b8d517847ca662dc,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0134.jpg
dataset_B,0135.jpg,0135,.jpg,72435,750,722,3,1.038781,541500,RGB,117.24798153277932,67.38701753395489,565.402586899814,565.402586899814,7.83772611618042,3dab95d1c5483e542b45ff73ec59c0ad,fee8820f8729c971,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0135.jpg
dataset_B,0136.jpg,0136,.jpg,90409,960,720,3,1.333333,691200,RGB,149.44962094907407,60.267582963645815,736.2725010359881,736.2725010359881,7.689020156860352,1789cfe83022823864e865c6c078b862,ecd6d7288c605675,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0136.jpg
dataset_B,0137.jpg,0137,.jpg,137830,1136,640,3,1.775,727040,RGB,51.678658670774645,51.8068862498176,646.6468113775315,646.6468113775315,6.73374080657959,873cfa42a184b0fa13d2d686aaaad59c,abaca495d1c69a8b,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0137.jpg
dataset_B,0138.jpg,0138,.jpg,41395,385,643,3,0.598756,247555,RGB,127.58165256205692,54.28685797411794,1846.302386145193,1846.302386145193,7.6067118644714355,331126fb4b2c4669ffdf4ee392c32f45,c22ae985e6d6a9c9,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0138.jpg
dataset_B,0139.jpg,0139,.jpg,69857,960,720,3,1.333333,691200,RGB,169.23648003472223,53.40364588708767,319.2913673738372,319.2913673738372,7.274977207183838,d516d8bb70c18e609d4450c2e547d145,af4bd4347ab0346c,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0139.jpg
dataset_B,0140.jpg,0140,.jpg,64477,750,743,3,1.009421,557250,RGB,100.4070794078062,70.57205398158274,876.5384356966251,876.5384356966251,7.246273040771484,931706322a4e6552e354ea7fe740f825,bdb4808bc3cacad3,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0140.jpg
dataset_B,0141.jpg,0141,.jpg,102173,900,1125,3,0.8,1012500,RGB,107.12296888888889,72.5711178657322,721.0235603274438,721.0235603274438,7.444060802459717,80b263b52086b68ed441fbdce125c627,bf5b1b186291c2b3,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0141.jpg
dataset_B,0142.jpg,0142,.jpg,70249,1080,1081,3,0.999075,1167480,RGB,79.59239473053071,69.74890255657543,70.85002005895262,70.85002005895262,7.496609210968018,17dd2a0263d7cba938ac2c98f1547dd7,c3c22e3dd8d89695,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0142.jpg
dataset_B,0143.jpg,0143,.jpg,76010,720,960,3,0.75,691200,RGB,124.7506322337963,63.065505966878455,656.6809728089614,656.6809728089614,7.852689266204834,9f2832968868dd7eff5c371534520998,bcbed981da4ba160,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0143.jpg
dataset_B,0144.jpg,0144,.jpg,65845,736,736,3,1.0,541696,RGB,98.07633063563327,69.12158416019263,696.1478862290285,696.1478862290285,7.28658390045166,31c9d8f07abd5d9907f9db5fd32e1f24,a840f16ac86f75f4,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0144.jpg
dataset_B,0145.jpg,0145,.jpg,58256,719,960,3,0.748958,690240,RGB,90.9219097705146,73.76555881096223,199.44015257272656,199.44015257272656,6.82170295715332,aec4f11fefdff449f2397681d36fd76b,c0c0da9f85253f5e,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0145.jpg
dataset_B,0146.jpg,0146,.jpg,54173,644,960,3,0.670833,618240,RGB,72.37090126811594,52.133584786680196,52.49236145097758,52.49236145097758,6.946250915527344,7206566343c36352a49cc4294d855cb6,bef550022a65a69f,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0146.jpg
dataset_B,0147.jpg,0147,.jpg,58334,960,720,3,1.333333,691200,RGB,99.19776909722222,50.165183615951676,107.85502558713478,107.85502558713478,7.451007843017578,88200561e67fa71df74fee5b34f781c5,f8bf268405f6a664,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0147.jpg
dataset_B,0148.jpg,0148,.jpg,58991,1920,1080,3,1.777778,2073600,RGB,13.62072048611111,36.959525447152856,192.78241078133684,192.78241078133684,3.7940032482147217,3dff6d83f18939d8635c62c8cf423715,cccc33331bdcc127,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0148.jpg
dataset_B,0149.jpg,0149,.jpg,254172,1920,1080,3,1.777778,2073600,RGB,68.45848572530865,47.22094181416271,258.3630448144695,258.3630448144695,7.20015811920166,6fe52f1a541f7276e2fba4adce2ceeda,aa1a95a3ba88da37,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0149.jpg
dataset_B,0150.jpg,0150,.jpg,46727,540,960,3,0.5625,518400,RGB,82.83207754629629,81.0813848827414,470.59127312433316,470.59127312433316,7.170714378356934,8b73dcdf0223446a5c636f7521f47889,989c956543cace4f,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0150.jpg
dataset_B,0151.jpg,0151,.jpg,77240,960,720,3,1.333333,691200,RGB,132.73349681712963,49.4749669452784,344.07323807913696,344.07323807913696,7.36419153213501,0eaf8f6b19cc54410073339a2d5e1968,aed5a8b7a898d560,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0151.jpg
dataset_B,0152.jpg,0152,.jpg,213857,1032,1290,3,0.8,1331280,RGB,74.217325431164,50.704545013288545,253.1276784939969,253.1276784939969,7.439180850982666,750b536871792c00eb4cbc0de9289e6b,9556da5a89167da1,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0152.jpg
dataset_B,0153.jpg,0153,.jpg,65468,1080,810,3,1.333333,874800,RGB,103.29933813443073,70.5518796555221,346.0277993093294,346.0277993093294,7.211185455322266,824a91fbacbf0b8ad920c8bf1c74d751,dbe4a48bbc2d8334,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0153.jpg
dataset_B,0154.jpg,0154,.jpg,47941,960,719,3,1.335188,690240,RGB,61.61924837737598,46.24934888880693,45.33442395990897,45.33442395990897,6.85575532913208,c3a4cdb13b801a7e10c6e5ba619dadf7,99e26e9ee7a0c82a,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0154.jpg
dataset_B,0155.jpg,0155,.jpg,82910,960,565,3,1.699115,542400,RGB,108.78150442477876,70.28842092320967,835.2847143146162,835.2847143146162,7.862659454345703,58217f3535057a35a74f316cf4f96d0d,cdcbf9b017c031cc,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0155.jpg
dataset_B,0156.jpg,0156,.jpg,42532,960,720,3,1.333333,691200,RGB,56.08916087962963,52.02322185581012,161.35730891565186,161.35730891565186,6.705057621002197,1ea3e41be97dc08972ced3bfcb2f4d3e,fdbf3280c0634b4d,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0156.jpg
dataset_B,0157.jpg,0157,.jpg,59079,750,727,3,1.031637,545250,RGB,123.07736817973407,72.6542994732918,436.0456731928301,436.0456731928301,7.185504913330078,19b789e4ecc6c99f23aa24f06d7d27a6,a8b5b75382ca8a57,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0157.jpg
dataset_B,0158.jpg,0158,.jpg,57485,720,960,3,0.75,691200,RGB,38.63494502314815,35.596942556273234,279.24384835337366,279.24384835337366,5.694304466247559,4712960ef572acb431150390e7f267be,aa21a1ae95b3bec4,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0158.jpg
dataset_B,0159.jpg,0159,.jpg,87329,960,720,3,1.333333,691200,RGB,127.72375723379629,69.33645133007275,1327.1530921631781,1327.1530921631781,7.494626998901367,52d27b9ad151a23bef095153dcb68366,c1b13edaea4f9260,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0159.jpg
dataset_B,0160.jpg,0160,.jpg,155420,1032,1290,3,0.8,1331280,RGB,118.80855191995673,55.46734779039359,78.8610577552676,78.8610577552676,7.612370014190674,e071a7a62f2aca87749502bfc44c6518,f5e5e82aeb2370c0,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0160.jpg
dataset_B,0161.jpg,0161,.jpg,78414,720,960,3,0.75,691200,RGB,58.656124131944445,42.93893664668487,461.34728168640555,461.34728168640555,6.891075611114502,4b21544eb403633f512246a642e40d7f,86247c4ac74d5d75,data\raw\dataset_B\EALPR Vechicles dataset\Vehicles\0161.jpg
